,CourseCode,CourseNameEN,CourseNameFR,CourseContent,SummaryEN
1424,MSE-423,,Fundamentals of solid-state materials,"Fundamentals of electronic structure: The Schroedinger equation and its solution for free electrons, electrons in a potential well, or in a Coulomb potential. Variational principle and digaonalization. Electronic structure of molecules, and approximate solutations with linear combination of atomic orbitals, Hartree-Fock. Symmetry operation and their role in classifying eigenstates. Hamiltonian in a periodic potential and energy bands. Free-electron and tight-binding models. Fermi-Diract statistics and distribution. Electrical transport and semiconductors. Optical properties of materials, and their quantum origin. Magnetic properties of materials.","Fundamentals of quantum mechanics as applied to atoms, molecules, and solids. Electronic, optical, and magnetic properties of solids."
1425,MSE-424,,Fracture of materials,"The ideal strength, stress concentration factors, Griffith<squote/>s (thermodynamic) analysis of fracture<semicolon/> G and R Irwin<squote/>s analysis<semicolon/> the stress intensity factor K, equivalence between Irwin<squote/>s and Griffith<squote/>s approaches to LEFM Brittle fracture, Weibull statistics, subcritical crack growth in brittle solids Influence of crack tip plasticity: small scale yielding, embrittlement of metallic materials, large scale yielding: COD and J-integral approaches, cohesive zones, R-curve behavior and its consequences for the onset of crack instability Cyclic loading: parameters and cyclic plasticity<semicolon/> crack nucleation, crack growth, fracture mechanics applied to fatigue<semicolon/> Paris<squote/>s law, damage tolerant design, crack tip plasticity under cyclic loading Overview of testing methods for fracture toughness and fatigue crack growth Large-strain ductile failure and the limitations of elastic-plastic fracture mechanics: the essential work of fracture (EWF): fracture of hyper-elastic materials and very soft materials Kinetic and dynamic effects in fracture, rapid crack propagation (RCP) and crack arrest: high-speed fracture testing Time-dependent fracture: viscoelastic fracture mechanics: special case of creep facture: slow crack growth in polymers under long-term static and dynamic loading: stress-corrosion cracking: thermal fatigue. Fracture in highly heterogeneous and highly anisotropic media: bi-materials interfaces: specific test methods for rigid, viscoelastic and hyper-elastic substrates: testing of soft adhesives.",This course covers elementary fracture mechanics and its application to the fracture of engineering materials.
1426,MSE-425,,Soft matter,Assembly of organic molecules: Colloids:,The first part of this course encompasses the assembly of molecules into micro- and macroscopic materials and the influence of the structure of the resulting materials on their properties. The second part will focus on the production of colloids and their assembly into superstructures.
1427,MSE-430,,Life cycle engineering of polymers,"Introduction to life cycle engineering and sustainable development - Resources, material intensity and durability Durability of polymers - Phenomenology of time-dependent polymer properties - Aging and degradation of polymers - Stabilization and protection of polymers - Accelerated aging methods and long term property prediction - Case study of an automotive component - Non-destructive testing and health monitoring - Self-repair polymers Recycling of polymers - Collection, identification and recycling methods - Case study: closed-loop recycling of composites - Group work: recycling of pharmaceutical packaging Life cycle assessment and design - Methods and examples - Case study: natural fibers vs glass fibers reinforced composites - Group work: life cycle engineering of an industrial component","Students understand what life cycle engineering is and apply this methodology to adapt and improve the durability of polymer-based products. They understand how to recycle these materials and are able to perform an environmental assessment, based on several practical case studies."
1428,MSE-431,,Physical chemistry of polymeric materials,Introduction Dilute solutions Concentrated solutions and phase behavior The amorphous state The crystalline state The glass-rubber transition Rubber elasticity Viscoelastic properties,The student has a basic understanding of the physical and physicochemical principles which result from the chainlike structure of synthetic macromolecules. The student can predict major characteristics of a polymer from its chemical structure and molecular architecture.
1429,MSE-432,,Introduction to magnetic materials in modern technologies,"The course explains the relation between properties of magnetic materials and their composition, structure, as well as the underlying preparation techniques. 1. Introduction to magnetic phenomena 2. Basic concepts of magnetic materials 3. Fabrication and synthesis techniques (bulk materials, thin films, nanoscale materials) 4. Electric, magnetic, mechanical, optical, and thermal properties depending on composition, structure, preparation technique 5. Figure-of-merits of magnetic materials in different technologies and performance tests 6. Applications (e.g. storage, electric article surveillance, nanosensors, biocompatibility) 7. Abundance of relevant elements and sustainability for future devices 8. Magnetic materials for beyond-CMOS research strategies",Interactive course addressing bulk and thin-film magnetic materials that provide application-specific functionalities and are relevant for modern technologies ranging from e.g. wind energy harvesting via electric article surveillance to sensing and data storage.
1430,MSE-437,,Polymer chemistry and macromolecular engineering,"Introduction: Polymer structure, molecular weight and properties Step polymerization Radical chain polymerization (free radical polymerization, controlled radical polymerization) Emulsion polymerization Ionic chain polymerization (anionic and cationic polymerization) Chain copolymerization Ring-opening polymerization","Know modern methods of polymer synthesis. Understand how parameters, which determine polymer structure and properties, such as molecular weight, molecular weight distribution, topology, microstructure can be controlled by proper choice of polymerization method and optimization of reaction condition"
1431,MSE-440,,Composites technology,Basics of composite materials Constituents Processing of composites Design of composite structures Current development Nanocomposites Textile composites Biocomposites Adaptive composites Applications Driving forces and markets Cost analysis Aerospace Automotive Sport,"The latest developments in processing and the novel generations of organic composites are discussed. Nanocomposites, adaptive composites and biocomposites are presented. Product development, cost analysis and study of new markets are practiced in team work."
1432,MSE-441,,Electrochemistry for materials technology,"The course includes a revision of the basic concepts of electrochemistry and of the electrochemical techniques followed by the discussion of relevant applications for surface modifications (galvanic coatings technology, surface structuration, micro/nano fabrication) and energy issues (materials for batteries, fuel cells, hydrogen generation) as well materials aspects in electrochemical engineering (catalytic electrodes, analytical electrochemistry).",This course aims at familiarizing the student with state of the art applications of electrochemistry in materials science and technology as well as material requirements for electrochemical engineering.
1433,MSE-442,,Introduction to crystal growth by epitaxy,Structure and energy of epitaxial interfaces. Mechanism of growth of epitaxial films. The role of surfactants in epitaxial growth Phase diagrams in crystal growth. Particular caseof III-V semiconductors. Epitaxy techniques Epitaxy of nanostructures,"This is an interactive course explaining: 1. The mainphysical and chemical concepts to understand epitaxyof crystalline thin films. 2. What determines themorphology, composition and structure of a materialgrown per epitaxy."
1434,MSE-443(a),,"Modelling problem solving, computing and visualisation I",Programming constructs in Mathematica Functional Programming Pattern Matching Visualization and Graphics Programming Exact and Numerical Simulations of partial differentail equations Image processing,"The course will cover programming, numerical simulation, and visualization methods using Mathematica software. Students will be able to apply these skills to their currrent coursework, and prepared for the companion course (MSE 443(b)) which covers advanced materials science modeling."
1435,MSE-443(b),,"Modelling problem solving, computing and visualisation II","Development of Models, Solutions, and Visualization Symmetry and Structure of Materials Elasticity and Fracture Mechanics Monte Carlo Methods Molecular Dynamics Methods Data Analysis Solid State Physics","Covers development and design of models for materials processes and structure-property relations. Emphasizes techniques for solving equations from models or simulating and visualizing behavior. Topics include symmetry, structure, thermodynamics, solid state physics, mechanics, and data analysis."
1436,MSE-450,,Electron microscopy: advanced methods,Exercises and demonstrations concerning these themes.,"With this course, the student will learn advanced methods in transmission electron microscopy, especially what is the electron optical setup involved in the acquisition, and how to interpret the data. After the course, students will be able to understand and assess TEM encountered in papers."
1437,MSE-451,,Polymer morphological characterization techniques,INTRODUCTION METHODS APPLICATIONS,"Sample preparation and direct observation techniques (optical microscopy, AFM, electron microscopy) and their practical application to the study of morphology and microdeformation in polymers."
1438,MSE-461,,Micro and nanostructuration of materials,Introduction Photolithography down to 20 nm<squote/>s Electron beam lithography Wet etching - anisotropic wet etching of silicon Dry etching techniques Nano imprint techniques Approaches to self assembly,"This course gives an introduction to micro and nano structuration of materials, mainly of thin films. The mastering of patterning techniques is a core competence to establish technology for communication and informatics. The fast advancement in this field requires an almost annual update."
1439,MSE-462,,Powder technology,"Theoretical and empirical models for powder packing and compaction including disctete element modelling (DEM) (examples for ceramics and metals) Particle- particle interactions (colloidal chemistry, DLVO theory, non-DLVO forces , polymer adsorption, colloidal stability assessment). Examples from cement and concrete, landslides, ceramic powder granulation, paper coating. Introduction to atomistic modelling - with examples from grain boundary segregation of dopants in ceramics, polmyer adsorption and cyrstal growth Sintering mechanisms (metal, ceramics, influence of the microstructure, simulation) Novel technologies (includes rapid prototyping) The support material for the course are copies of the slides used to present the course along with a few key text books and review articles - which the students are encouraged to use to supplement the documents provided.","Most materials e.g. ceramics, metals, polymers or concrete pass during their processing one or more steps in powders. This course discusses and presents the science & technology of important powder processing steps like compaction, dispersion, sintering and novel densification technologies."
1440,MSE-463,,Recycling of materials,,Students understand the issues and key factors of a waste recycling process. They know the sorting and recycling technologies of various materials and are able to compare the environmental impact of recycling with that of using raw material resources.
1441,MSE-464,,Assembly techniques,Metallic assemblies Polymer assemblies Ceramic assemblies,"Introduction to the assembly of materials by homogeneous or heterogeneous joints (welding, bonding, mechanical assembly). Mechanical and environmental resistance of joints."
1442,MSE-465,,Thin film fabrication processes,"Introduction (Samples, applications, importance, history, overview). * Major deposition methods with examples and typical applications: - evaporation - introduction to cold plasmas - sputter processes - reactive plasma processes - chemical vapour deposition (CVD) - plasma enhanced CVD - further methods including plasma surface treatments * Nucleation and growth models * Examples throughout the chapters on hard coatings, microelectronics, display technology, optics, coatings on polymers","The students will learn about the essential chemical, thermodynamic and physical mechanisms governing thin film growth, about the most important process techniques and their typical features, including process-microstructure relationships."
1443,MSE-466,,"Wood structures, properties and uses","Overview of forest management in function of the tree species and concept of sustainable development (specific to forestry and in the actual broad sense) Biology of wood formation Physiology and Chemistry of wood Microscopic and macroscopic structures of the main softwood and hardwood species (identification tests) Biological, physical and mechanical prop. of woods Forms of uses in function to the properties Modern wood-based materials and their applications Life cycle assessments and potentials for sustainability.","The presentation of tree growth and formation of wood anatomical structures, linked to the description of specific physical and mechanical properties, makes it possible to understand the different forms of utilisation of this material, including aspects of sustainable development"
1444,MSE-468,,Atomistic and quantum simulations of materials,Electronic-structure and first-principles approaches (density-functional theory and the total-energy pseudopotential method). Temperature and thermodynamic averages: Monte Carlo sampling and molecular dynamics simulations. How to obtain materials<squote/> properties from simulations. Computational laboratories: Mechanical properties of materials. Band structures and electrical transport. Molecular dynamics and diffusion coefficients. Phonons and vibrational spectroscopies. Magnetic spectroscopies: EPR and NMR.,"Theory and application of quantum simulations to model, understand, and predict the properties of real materials."
1445,MSE-470(a),Seminar series on advances in materials (autumn),Seminar series on advances in materials (autumn),"14 seminars will take place according to the programme indicated at the following link : <a href=""http://sti.epfl.ch/page-77010-fr.html"">http://sti.epfl.ch/page-77010-fr.html",A series of seminars on selected current and emerging topics in Materials will be presented by experts.
1446,MSE-470(b),,Seminar series on advances in materials (spring),,A series of seminars on selected current and emerging topics in Materials will be presented by experts.
1447,MSE-471,,Biomaterials (pour MX),"Introduction : definition of biomaterials and biological environment. Interactions with biological environment : biocompatibility, cytotoxicity, degradation, wear and corrosion. Main classes of biomaterials and their properties (metals, polymers and ceramics/cements). Orthopaedic implants : bone physiology and implants. Dental implants : tooth physiology and implants. Ocular implants : physiology and implants. Stage of development of biomaterials. Sterilization techniques. Introduction to regulatory aspects.","The course introduces the main classes of biomaterials used in the medical field. The interactions with biological environment and the properties of implants are presented with examples in orthopaedics, dentistry and ocular fields. Introduction to regulatory aspects."
1448,MSE-474,,Materials selection,"General introduction and presentation of the methodology Design and manufacturing of ""new"" materials and material combinations with desired attributes Illustration of the approach based on practical case studies<semicolon/> the examples range from structural and functional bulk materials, thin and thick film coatings, and composites down to complex systems like music instruments Exercises","Propose suitable materials, design, and production routes depending on different performance criteria using a computer based software approach. The course is based on Prof. Mike Ashby<squote/>s well known ""Ashby plots"" comparing different material properties (mechanical, thermal, chemical, etc.)."
1449,MSE-478,,,,
1450,MSE-480,,Dielectric properties of materials,"Dielectric polarization. Dielectric relaxation in ceramics and polymers. Dielectric loss. Nonlinear dielectric properties. Hysteresis. Dielectric spectroscopy. Capacitors and insulators. Dielectric breakdown. Aging. Insulating materials for electronic packaging. Piezoelectric effect. Polar dielectrics. Coupling of thermal, mechanical and electrical properties. Electrostriction. Ferroelectricity. Ferroelectric and ferroelastic domains. Piezoelectric ceramics and polymers. Composite materials. Piezoelectric resonance. Applications of piezoelectric materials: actuators, sensors and ultrasonic transducers. Medical application of piezoelectric materials. Environmentally friendly piezoelectric material<semicolon/> biocompatibility and functional materials. Selected topics in multiferroic materials. Pyroelectricity and pyroelectric materials and devices. Thermistors. PTC and NTC effects.","Students learn about response of electrically insulating materials to electrical and mechanical fields. The emphasis is on effect of various types of defects on properties, on crystal structure/microstructure - property relations, and on ways how to engineer properties of materials for applications."
1451,MSE-484,,Properties of semiconductors and related nanostructures,"We will discuss the relation between the size and the fundamental properties of semiconductor materials. We will as well relate the added functionality related to the low dimensionality with the technological applications. 1. Introduction 2. Basic concepts of bulk semiconductors 3. Fabrication and synthesis techniques - Top-down versus bottom-up - Top-down fabrication techniques - Bottom-up synthesis techniques from the vapor phase (MBE,CVD...) 4. Electronic transport properties of low dimensional semiconductors 5. Optical properties of low dimensional semiconductors 6. Applications",This course discusses the origin of the optical and electrical properties of semiconductors. The course explains how the properties change when the semiconductors are reduced to sizes of few nanometers. The applications are briefly presented.
1452,MSE-485,,Tribology,"BASIC PRINCIPLES Elastic/plastic contacts, friction, lubrication, deformation and fracture in contacts, wear, third body and tribological flow, experimental techniques. MATERIALS AND CONTACTS Metals and alloys, ceramics, coatings, polymers and composites. SURFACE CHEMISTRY AND TRIBOLOGY Reaction layers, tribocorrosion, boundary lubricated wear. APPLICATIONS EXAMPLES Biomedical implants, micro-technology.","This introductory course in tribology (science of friction, lubrication and wear) has specific goals : to present the basic principles of tribology, to develop the attitude to analyse tribological and to illustrate correlations between materials and tribological properties."
1453,MSE-486,,"Organic electronic materials - synthesis, applications, properties","<ol>Introduction, Motivation, and Overview<ol>Research in Materials Related to Energy Conversion and Storage Basics of Supramolecular Chemistry Charge Transport in Organic Molecules and Materials<ol>Chemical Bonding in Organic Molecules Electron Delocalization in Molecules with pi-Conjugated Systems Charge Generation and Transport in Molecules and Bulk Materials Synthesis and Properties of Organic Electronic Materials<ol>General Strategies Oligo(phenylene)s and Poly(phenylene)s Oligo(thiophene)s and Poly(thiophene)s Poly(phenylene vinylene)s Other Low Molecular Weight Organic Semiconductors Fabrication and Characterization of Organic Electronic Devices<ol>Organic Field-Effect Transistors (OFET) Organic Light-Emitting Diodes (OLED) Organic Solar Cells (OSC)",This course will introduce students to the structural requirements of charge transport in organic materials as well as synthetic methods for their preparation.
1454,MSE-490,,Research project in materials I,"The students are confronted with the realization of an engineering project integrating several aspects of Materials science. This project will allow them to apply, to concrete problems, skills of domain and transversal skills acquired during their studies. The projects are available on the web sites of IMX laboratories or other laboratories approved by SMX Section.",The student applies the acquired skills to an academic or industrial project.
1455,MSE-491,,Research project in materials II,"The students are confronted with the realization of an engineering project integrating several aspects of Materials science. This project will allow them to apply, to concrete problems, skills of domain and transversal skills acquired during their studies. The projects are available on the web sites of IMX laboratories or other laboratories approved by SMX Section.",The student applies the acquired skills to an academic or industrial projects.
1456,MSE-492,,Research project in materials III,"The students are confronted with the realization of an engineering project integrating several aspects of Materials science. This project will allow them to apply, to concrete problems, skills of domain and transversal skills acquired during their studies. The projects are available on the web sites of IMX laboratories or other laboratories approved by SMX Section.",The student applies the acquired skills to an academic or industrial projects.
1457,MSE-597,Engineering internship credited with master project (master in Materials science and engineering),Stage d<squote/>ingénieur crédité avec le PDM (master en  Science et génie des matériaux),"The internship has several aims such as : the immersion of the student into the professional world, emphasizing the importance of team work, getting acquainted with a company<squote/>s processes and requirements expected from a professional engineer in materials Science and Engineering. The internship experience should test the student<squote/>s abilities and skills acquired at the EPFL.Within the framework of the Master<squote/>s study plan, several forms of internships are possible :",The student makes an industrial internship in a field where the materials science engineer competences are brought out.
1458,MSE-599,Master project in Materials Science and Engineering,Projet de master en science et génie des matériaux,"The Master thesis is a personal and original work covering theoretical and practical aspects of materials science using the knowledge of the student acquired during his/her studies and enable him/her to develop deeper knowledge, understanding, capabilities and attitudes in the field of materials science. This project is made under the supervision of a professor of the section of Materials Science and Engineering.",The student carries out an academic or industrial research project. He/she has to display the knowledge and capability required for independent work in the field of Materials Science & Engineering.
1459,MSE-600,Effects of radiation on materials,,"1. Fundamentals of radiation damage Defect production Defect accumulation Irradiation modes (electrons, ions, neutrons) 2. Investigation tools Numerical tools (molecular dynamics, kinetic rate theory, Monte Carlo methods, dislocation dynamics) Experimental tools (transmission electron microscopy, small angle neutron scattering, positron annihilation spectrometry, field ion microscopy, internal friction) 3.Materials for fission reactors 4.Materials for thermonuclear fusion reactors",The purpose of this course is to provide the necessary background to understand the effects of irradiation on pure metals and on alloys used in the nuclear industry. The relation between the radiation-induced defects and the evolution of the mechanical properties is highlighted.
1460,MSE-610,Non-destructive evaluation methods,,The course content is as follows:,Basic knowledge of the classical non-destructive testing methods as they are used today in industrial applications and the advanced (mostly imaging) technologies used for the analysis of materials and components in special applications. It covers several material groups and various applications.
1461,MSE-611,"Piezoelectric materials, properties and devices",,"Since the backround and interest of the attendeeds varies from year to year, the lectures<squote/> content is adapted each time to the partcipants as much as this is possible. The discussed topics may include but are not limited to: 1. Piezoelectric effect. Thermodynamic relations. Electromechanical coupling coefficients. Constitutive equations. Boundary conditions. 2. Piezoelectric materials: single crystals, ceramics, polymers and composites. New piezoelectric materials. 3. Piezoelectric anisotropy. Symmetry and piezoelectricity. 4. Concept of morphotropic phase boundary. Soft and hard piezoelectrics. 5. Piezoelectric resonance. 6. Equivalent circuits. 7. Physical phenomena that can contribute to the piezoelectric effect. Piezoelectric hysteresis, nonlinearity, creep and relaxation. 8. Piezoelectric actuators and motors. 9. Piezoelectric sensors. Quasistatic and resonance mode of operation. 10. High frequency piezoelectric transducers for medical imaging. Concept of matching layers. Ultrasonic arrays. Doppler probes. 11. Surface acoustic wave effect and devices. 12. Other types of electro-mechanical and magneto-electro-mechanical coupling (electrostriction, flexoelectricity, strain mediated magneto-electric effect)","The students acquire knowledge on structure-property relations of piezoelectric and related materials (ferroelectrics, relaxors). Different material classes (ceramics, crystals, composites, polymers) are discussed in view of applications in sensors, actuators, high frequency transducers and others."
1462,MSE-619,Nanofabrication with focused electron and ion beams,,"Introduction to Scanning Electron / Ion Microscopes: SEM, Ga-FIB, He-FIB, AuSi-FIB Electron / Ion interaction with solids: concepts and simulations Analysis with focused electron and ion beams: EDX, EBIC, EBSD, tomography Nanofabrication with FIB and FEB: milling, deposition, etching, lithography Novel Add-Ons for Nanomanipulation and Nanoanalysis inside electron microscopes: 4-point electrical measurements, positioning systems for nanostructures, magnetic bead detection, mechanical measurements: tensile, bending, and compressive loading of nanostructures, 3D topography with in-situ atomic force microscopy, chemical depth profiling by combined FIB-mass spectroscopy. Live demonstrations: Add-ons, SEM, Dual Beam.","Nanofabrication with focused charged particle beams (SEM, FIB) and their applications such as lithography, gas assisted deposition / etching, and milling are discussed and the limitations of these processes are developed based on the acquired understanding of the interactions."
1463,MSE-627,X-Ray Analysis for thin films,X-Ray Analysis for thin films,"This course uses X-ray Diffraction (XRD) techniques to investigate the structural properties of coatings obtained by different deposition methods. Understanding the structure of thin films will improve their fabrication. After introducing basic thin film theory and thin film XRD characterisation methods, fundamental theory and limitations will be discussed including examples of films in applications and how their structures influence characteristics. The structural properties of the coatings obtained at different substrate temperatures for different chemical compositions will be discussed by X-Ray Diffraction (XRD) techniques. The composition of the layers could also be studied by RBS. The complementarily will be discussed. The understanding of the structure will result in an improved thin film production and fabrication. Today, coatings are used in many applications for functional or / and decorative purposes. In functional coatings, the surface properties of the substrates such as adhesion, corrosion or wear resistance can be changed. In semiconductor device fabrication, the coating adds completely new properties such as electrical conductivity, magnetic or optical responds.",Intro into the relation between physical and structural properties; introduction into different X-Ray techniques; examples of successful technological transfer using X-Ray techniques;Structural properties; coherent and non coherent scattering; high resolution X-Ray techniques;stress; coatings.
1464,MSE-628,"CCMX Advanced Course - Advanced X-ray Diffraction Methods for Coatings: strain, defects and deformation analysis of thin films","CCMX Advanced Course - Advanced X-ray Diffraction Methods for Coatings: strain, defects and deformation analysis of thin films",,"After introducing thin film and HR-XRD characterisation methods, theory and limitations are discussed, including examples and how the film structure influences its characteristics. Protocols are presented for establishing reproducible and reliable measurements, and for interpreting their results."
1465,MSE-629,Design and analysis of experiments in materials science and engineering,,Introduction:,"Provide the student with the skills and tools necessary for a wise and efficient orgqnization of his-her experimental work in all fields of materials scienceand technology (development, processing and caracterization of materials)"
1466,MSE-632,CCMX Winter School - Nanoparticles: From Fundamentals to Applications in Life Sciences,CCMX Winter School - Nanoparticles: From Fundamentals to Applications in Life Sciences,Lectures from featured speakers will take place in the morning sessions. The evenings are planned for the small groups of participants to present their assigned case studies.,"Organised as 5 modules, the course addresses nanoparticles production, physico-chemical properties and risk assessment, biological and toxicological effects, in a variety of technological and clinical applications. It offers a skill set relevant to the participants research projects and careers."
1467,MSE-635,Scanning and Analytical Transmission Electron Microscopy,,"This intensive course is intended for researchers who are potential new users of transmission electron microscopes and have followed the introductory doctoral course on TEM or have already a good background in conventional transmission electron microscopy. It will provide them with a basic understanding of the methods, relying on an explanation of the physics at play. Demonstrations will be given on the microscopes.",This intensive course discusses advanced TEM techniques such as: scanning TEM; analytical TEM using EELS and EDX; aberration corrected imaging; and image simulation. It is intended for researchers who have taken the introductory TEM course MSE-637 or who have a good background in conventional TEM.
1468,MSE-636(a),Scanning electron microscopy techniques (a),Scanning electron microscopy techniques (a),"This intensive course is intended for researchers who are potential new users of scanning electron microscopes. It will provide them with a basic understanding of the instruments, optics of SEM, the imaging modes, the associated analytical techniques EDS and EBSD, related theories of image formation. Demonstrations will be given on the microscopes. 2x Year Spring (b) and autumn (a)",This intensive course is intended for researchers who envisage to use scanning electron microscopy techniques for their research or who want to understand how to interpret SEM images and analytical results presented in scientific publications.
1469,MSE-636(b),Scanning electron microscopy techniques (b),Scanning electron microscopy techniques (b),"This intensive course is intended for researchers who are potential new users of scanning electron microscopes. It will provide them with a basic understanding of the instruments, optics of SEM, the imaging modes, the associated analytical techniques EDS and EBSD, related theories of image formation. Demonstrations will be given on the microscopes. 2x Year Spring (b) and autumn (a)",This intensive course is intended for researchers who envisage to use scanning electron microscopy techniques for their research or who want to understand how to interpret SEM images and analytical results presented in scientific publications.
1470,MSE-637(a),Transmission electron microscopy and diffraction (a),Transmission electron microscopy and diffraction (a),"This intensive course is intended for researchers who are potential new users of transmission electron microscopes for study of materials (i.e. all non-biological) samples. It will provide them with a basic understanding of the instruments, sample requirements, optics of TEM, electron diffraction, the imaging modes, high-resolution TEM, and related theories of image formation. Demonstrations will be given on the microscopes. 2x Year Spring (b) and autumn (a)","This intensive course is intended for researchers who envisage using transmission electron microscopy to study materials samples or to help them interpret TEM data in publications. It presents basics of TEM instrumentation, imaging, electron diffraction, specimen preparation and high-resolution TEM."
1471,MSE-637(b),Transmission electron microscopy and diffraction (b),Transmission electron microscopy and diffraction (b),"This intensive course is intended for researchers who are potential new users of transmission electron microscopes for study of materials (i.e. all non-biological) samples. It will provide them with a basic understanding of the instruments, sample requirements, optics of TEM, electron diffraction, the imaging modes, high-resolution TEM, and related theories of image formation. Demonstrations will be given on the microscopes. 2x Year Spring (b) and autumn (a)","This intensive course is intended for researchers who envisage using transmission electron microscopy to study materials samples or to help them interpret TEM data in publications. It presents basics of TEM instrumentation, imaging, electron diffraction, specimen preparation and high-resolution TEM."
1472,MSE-638,Electron Microscopy for Life Science,,"Lectures 1. Principles of transmission electron microscopy (Graham Knott) This lecture covers the basic principles of transmission electron microscopy, the optics of TEM, and the different imaging modes for biological samples. 2. Preparing samples for transmission electron microscopy (Graham Knott) A lecture explaining how different types of biological samples from tissues and cells to proteins and macromolecules are prepared for electron microscopy. 3. Single particle, cryo electron microscopy (Davide Demurtas) A lecture outlining how macromolecules, and large protein complexes can be prepared, imaged and analysed using electron microscopy. This will cover subjects such as negative staining, metal showing, as well as single particle analysis. 4. Image analysis for electron microscopists (Petr Leiman) This lecture will introduce the field of cryo electron microscopy and how the native structure of biological samples can be imaged at high resolution with electrons. It will also cover the topic of electron tomography and how molecular structures can be determined using transmission electron microscopy. 5. Immuno electron microscopy (Celine Loussert, UNIL) This lecture will introduce how proteins can be localised in cells and tissues using different immunocytochemistry techniques for electron microscopy. 6. Scanning electron microscopy (Graham Knott) This lecture will cover the principles of scanning electron microscopy and introduce how biological samples are prepared for the different types of imaging modes. This will also include an introduction to the field of block face scanning EM. 7. Interpreting EM images of biological samples, and understanding the artifacts (Graham Knott) With the range of EM imaging methods available today biologists need to understand how to interpret the types of images shown and also understand some of the common artifacts that can arise. This lecture will show, with a series of examples, some of the common problems that can arise when imaging biological samples. Practical sessions 1. Preparing and imaging single particles for cryo electron microscopy. During this session students will learn how to freeze samples of proteins from imaging in the transmission electron microscope. 2. Cutting and imaging mammalian cells for transmission electron microscopy. Here, students will learn how to cut ultrathin sections of resin embedding mammalian cells and image them with a transmission electron microscope.","This is a two-day course. It consists of seven lectures, and 2 afternoon practical/demonstration sessions that covers the principles of preparing biological samples from electron microscopy and a basic introduction to using scanning and transmission electron microscopes."
1473,MSE-639,Statistical methods in atomistic computer simulations,,"Sampling the constant-temperature ensemble in atomistic simulations - Canonical averages and importance sampling - Monte Carlo, detailed balance and the Metropolis algorithm - Molecular dynamics, integrators, energy conservation - Autocorrelation functions, correlation time and statistical efficiency Thermostatting molecular dynamics - Breaking energy conservation and getting into the canonical ensemble - Global and local thermostats, deterministic and stochastic thermostats - Langevin dynamics. Stochastic differential equations and sampling efficiency - Colored-noise generalized Langevin dynamics Rare events. Getting dynamics from ensemble averages - Rare events and time-scale separation - Transition-state theory on the potential energy surface - Collective coordinates. Free energy and TST on the free-energy surface - Beyond TST. Bennett-Chandler method, committor analysis Re-weighted sampling and adaptive biasing - Re-weighting a trajectory to get averages in a different ensemble - Statistics of re-weighting. Sampling efficiency of weighted averages - Umbrella sampling and adaptive (Wang-Landau) biasing - Metadynamics. Basics, examples and caveats Linear and non-linear dimensionality reduction - Dimensionality reduction -- coarse-graining the description of structurally complex systems - Linear projection: principal component analysis<semicolon/> classical multidimensional scaling - Non-linear dissimilarity reduction: ISOMAP, locally-linear embedding - Sketch map: using proximity matching to describe atomistic problems","The course gives an overview of atomistic simulation methods, combining theoretical lectures and hands-on sessions. It covers the basics (molecular dynamics and monte carlo sampling) and also more advanced topics (accelerated sampling of rare events, and non-linear dimensionality reduction)."
1474,MSE-641,Methods of Modelling and Simulation of Materials Science,Methods of Modelling and Simulation of Materials Science,Intermediate programming in Mathematica Computation and visualization of structures and structural relations. Computation and visualization of mechanical properties of materials. Computation and visualization of quantum mechanical properties and band structures. Computation of instabilities and phase transitions.,"Intermediate programming in MathematicaComputation and visualization of structures and structural relations, of mechanical properties of materials, of quantum mechanical properties and band structures.Computation of instabilities and phase transitions."
1475,MSE-643,Optical Materials: Fundamental concepts and recent developments,,"The exploitation of the optical properties of materials is becoming a key aspect in a growing variety of fields beyond telecommunication, such as energy harvesting and saving, health care and life sciences, and sensing and monitoring. Scientists and engineers in these fields of application are very likely to face challenges associated with the understanding of light interaction with different types of materials and configurations. In this course we will present the fundamental concepts behind light propagation in materials and light-matter interaction. The optical properties of different classes of materials will be introduced and explained. This will give us the basis to discuss up-to-date research activities in the field of optical materials for light transport and transmission (optical fibres, waveguides and transparent conducting materials), light absorption and emission (photodetectors and photovoltaic devices, LEDs) and light management solutions (photonic crystals, plasmonics, metamaterials). &#8194<semicolon/>&#8194<semicolon/>&#8194<semicolon/>&#8194<semicolon/>&#8194<semicolon/>",In this class we will review the fundamental origin of the optical properties exhibited by different classes of materials. We will then give examples of the most up-to-date research on optical materials in a few growing scientific and technological fields.
1476,MSE-649,Crystal growth by epitaxy,Crystal growth by epitaxy,,
